temple,label
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po324.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po123.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po190.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw165.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw147.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw6.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw49.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po58.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw59.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw389.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po249.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po82.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw233.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po414.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw282.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw372.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po9.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw591.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw30.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw473.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw80.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw210.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw490.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw395.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po98.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw369.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw199.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw305.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw416.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw345.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po70.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po25.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw106.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po41.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po20.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw424.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw308.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po396.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po36.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw33.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po169.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po345.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw290.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw408.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po146.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw433.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw429.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw227.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw472.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po187.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw375.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw169.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw15.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw35.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po211.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po222.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po270.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po85.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw281.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po185.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po254.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po109.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw329.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw261.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw201.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw425.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw134.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw464.jpg,watpramakew
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\wat po\wat_po329.jpg,watpo
D:\Download\Theoretical Exam - Chula UTC AI Academy\Lab\Problem 3.\\images\\watprakeaw\wat_prakeaw422.jpg,watpramakew
